FltNum,DptrDate,DptrTime,DptrStn,ArrvDate,ArrvTime,ArrvStn,Comp
FB35,8/11/2019,17:00,TGD,8/11/2019,18:35,NOU,C1F1
FB73,8/12/2019,17:00,TGD,8/12/2019,18:35,NOU,C1F1
FB73,8/13/2019,17:00,TGD,8/13/2019,18:35,NOU,C1F1
FB73,8/14/2019,17:00,TGD,8/14/2019,18:35,NOU,C1F1
FB73,8/15/2019,17:00,TGD,8/15/2019,18:35,NOU,C1F1
FB73,8/16/2019,17:00,TGD,8/16/2019,18:35,NOU,C1F1
FB73,8/17/2019,17:00,TGD,8/17/2019,18:35,NOU,C1F1
FB73,8/18/2019,17:00,TGD,8/18/2019,18:35,NOU,C1F1
FB73,8/19/2019,17:00,TGD,8/19/2019,18:35,NOU,C1F1
FB73,8/20/2019,17:00,TGD,8/20/2019,18:35,NOU,C1F1
FB73,8/21/2019,17:00,TGD,8/21/2019,18:35,NOU,C1F1
FB73,8/22/2019,17:00,TGD,8/22/2019,18:35,NOU,C1F1
FB73,8/23/2019,17:00,TGD,8/23/2019,18:35,NOU,C1F1
FB73,8/24/2019,17:00,TGD,8/24/2019,18:35,NOU,C1F1
FB73,8/25/2019,17:00,TGD,8/25/2019,18:35,NOU,C1F1
FB73,8/26/2019,17:00,TGD,8/26/2019,18:35,NOU,C1F1
FB73,8/27/2019,17:00,TGD,8/27/2019,18:35,NOU,C1F1
FB73,8/28/2019,17:00,TGD,8/28/2019,18:35,NOU,C1F1
FB73,8/1/2019,17:00,HOM,8/1/2019,18:15,TGD,C1F1
FB73,8/1/2019,17:00,NOU,8/1/2019,18:35,TGD,C1F1
FB73,8/1/2019,17:00,THJ,8/1/2019,18:25,TGD,C1F1
FB73,8/2/2019,17:00,HOM,8/2/2019,18:15,TGD,C1F1
FB73,8/2/2019,17:00,NOU,8/2/2019,18:35,TGD,C1F1
FB73,8/2/2019,17:00,THJ,8/2/2019,18:25,TGD,C1F1
FB73,8/3/2019,17:00,HOM,8/3/2019,18:15,TGD,C1F1
FB73,8/3/2019,17:00,NOU,8/3/2019,18:35,TGD,C1F1
FB73,8/3/2019,17:00,THJ,8/3/2019,18:25,TGD,C1F1
FB73,8/4/2019,17:00,HOM,8/4/2019,18:15,TGD,C1F1
FB73,8/4/2019,17:00,NOU,8/4/2019,18:35,TGD,C1F1
FB34,8/4/2019,17:00,THJ,8/4/2019,18:25,TGD,C1F1
FB72,8/5/2019,17:00,HOM,8/5/2019,18:15,TGD,C1F1
FB682,8/5/2019,17:00,NOU,8/5/2019,18:35,TGD,C1F1
FB34,8/5/2019,17:00,THJ,8/5/2019,18:25,TGD,C1F1
FB72,8/6/2019,17:00,HOM,8/6/2019,18:15,TGD,C1F1
FB682,8/6/2019,17:00,NOU,8/6/2019,18:35,TGD,C1F1
FB34,8/6/2019,17:00,THJ,8/6/2019,18:25,TGD,C1F1
FB72,8/7/2019,17:00,HOM,8/7/2019,18:15,TGD,C1F1
FB682,8/7/2019,17:00,NOU,8/7/2019,18:35,TGD,C1F1
FB34,8/7/2019,17:00,THJ,8/7/2019,18:25,TGD,C1F1
FB72,8/8/2019,17:00,HOM,8/8/2019,18:15,TGD,C1F1
FB682,8/8/2019,17:00,NOU,8/8/2019,18:35,TGD,C1F1
FB34,8/8/2019,17:00,THJ,8/8/2019,18:25,TGD,C1F1
FB72,8/9/2019,17:00,HOM,8/9/2019,18:15,TGD,C1F1
FB682,8/9/2019,17:00,NOU,8/9/2019,18:35,TGD,C1F1
FB34,8/9/2019,17:00,THJ,8/9/2019,18:25,TGD,C1F1
FB72,8/10/2019,17:00,HOM,8/10/2019,18:15,TGD,C1F1
FB682,8/10/2019,17:00,NOU,8/10/2019,18:35,TGD,C1F1
FB34,8/10/2019,17:00,THJ,8/10/2019,18:25,TGD,C1F1
FB72,8/11/2019,17:00,HOM,8/11/2019,18:15,TGD,C1F1
FB682,8/11/2019,17:00,NOU,8/11/2019,18:35,TGD,C1F1
FB34,8/11/2019,17:00,THJ,8/11/2019,18:25,TGD,C1F1
FB72,8/12/2019,17:00,HOM,8/12/2019,18:15,TGD,C1F1
FB682,8/12/2019,17:00,NOU,8/12/2019,18:35,TGD,C1F1
FB34,8/12/2019,17:00,THJ,8/12/2019,18:25,TGD,C1F1
FB72,8/13/2019,17:00,HOM,8/13/2019,18:15,TGD,C1F1
FB682,8/13/2019,17:00,NOU,8/13/2019,18:35,TGD,C1F1
FB34,8/13/2019,17:00,THJ,8/13/2019,18:25,TGD,C1F1
FB72,8/14/2019,17:00,HOM,8/14/2019,18:15,TGD,C1F1
FB682,8/14/2019,17:00,NOU,8/14/2019,18:35,TGD,C1F1
FB34,8/14/2019,17:00,THJ,8/14/2019,18:25,TGD,C1F1
FB72,8/15/2019,17:00,HOM,8/15/2019,18:15,TGD,C1F1
FB682,8/15/2019,17:00,NOU,8/15/2019,18:35,TGD,C1F1
FB34,8/15/2019,17:00,THJ,8/15/2019,18:25,TGD,C1F1
FB72,8/16/2019,17:00,HOM,8/16/2019,18:15,TGD,C1F1
FB682,8/16/2019,17:00,NOU,8/16/2019,18:35,TGD,C1F1
FB34,8/16/2019,17:00,THJ,8/16/2019,18:25,TGD,C1F1
FB72,8/17/2019,17:00,HOM,8/17/2019,18:15,TGD,C1F1
FB682,8/17/2019,17:00,NOU,8/17/2019,18:35,TGD,C1F1
FB34,8/17/2019,17:00,THJ,8/17/2019,18:25,TGD,C1F1
FB72,8/18/2019,17:00,HOM,8/18/2019,18:15,TGD,C1F1
FB682,8/18/2019,17:00,NOU,8/18/2019,18:35,TGD,C1F1
FB34,8/18/2019,17:00,THJ,8/18/2019,18:25,TGD,C1F1
FB72,8/19/2019,17:00,HOM,8/19/2019,18:15,TGD,C1F1
FB682,8/19/2019,17:00,NOU,8/19/2019,18:35,TGD,C1F1
FB34,8/19/2019,17:00,THJ,8/19/2019,18:25,TGD,C1F1
FB72,8/20/2019,17:00,HOM,8/20/2019,18:15,TGD,C1F1
FB682,8/20/2019,17:00,NOU,8/20/2019,18:35,TGD,C1F1
FB34,8/20/2019,17:00,THJ,8/20/2019,18:25,TGD,C1F1
FB72,8/21/2019,17:00,HOM,8/21/2019,18:15,TGD,C1F1
FB682,8/21/2019,17:00,NOU,8/21/2019,18:35,TGD,C1F1
FB34,8/21/2019,17:00,THJ,8/21/2019,18:25,TGD,C1F1
FB72,8/22/2019,17:00,HOM,8/22/2019,18:15,TGD,C1F1
FB682,8/22/2019,17:00,NOU,8/22/2019,18:35,TGD,C1F1
FB34,8/22/2019,17:00,THJ,8/22/2019,18:25,TGD,C1F1
FB72,8/23/2019,17:00,HOM,8/23/2019,18:15,TGD,C1F1
FB682,8/23/2019,17:00,NOU,8/23/2019,18:35,TGD,C1F1
FB34,8/23/2019,17:00,THJ,8/23/2019,18:25,TGD,C1F1
FB72,8/24/2019,17:00,HOM,8/24/2019,18:15,TGD,C1F1
FB682,8/24/2019,17:00,NOU,8/24/2019,18:35,TGD,C1F1
FB34,8/24/2019,17:00,THJ,8/24/2019,18:25,TGD,C1F1
FB72,8/25/2019,17:00,HOM,8/25/2019,18:15,TGD,C1F1
FB682,8/25/2019,17:00,NOU,8/25/2019,18:35,TGD,C1F1
FB34,8/25/2019,17:00,THJ,8/25/2019,18:25,TGD,C1F1
FB72,8/26/2019,17:00,HOM,8/26/2019,18:15,TGD,C1F1
FB682,8/26/2019,17:00,NOU,8/26/2019,18:35,TGD,C1F1
FB34,8/26/2019,17:00,THJ,8/26/2019,18:25,TGD,C1F1
FB72,8/27/2019,17:00,HOM,8/27/2019,18:15,TGD,C1F1
FB682,8/27/2019,17:00,NOU,8/27/2019,18:35,TGD,C1F1
FB34,8/27/2019,17:00,THJ,8/27/2019,18:25,TGD,C1F1
FB72,8/28/2019,17:00,HOM,8/28/2019,18:15,TGD,C1F1
FB682,8/28/2019,17:00,NOU,8/28/2019,18:35,TGD,C1F1
FB34,8/28/2019,17:00,THJ,8/28/2019,18:25,TGD,C1F1
FB72,8/1/2019,17:00,HOM,8/1/2019,18:15,UDJ,C1F1
FB682,8/2/2019,17:00,HOM,8/2/2019,18:15,UDJ,C1F1
FB34,8/3/2019,17:00,HOM,8/3/2019,18:15,UDJ,C1F1
FB72,8/4/2019,17:00,HOM,8/4/2019,18:15,UDJ,C1F1
FB682,8/5/2019,17:00,HOM,8/5/2019,18:15,UDJ,C1F1
FB34,8/6/2019,17:00,HOM,8/6/2019,18:15,UDJ,C1F1
FB72,8/7/2019,17:00,HOM,8/7/2019,18:15,UDJ,C1F1
FB682,8/8/2019,17:00,HOM,8/8/2019,18:15,UDJ,C1F1
FB34,8/9/2019,17:00,HOM,8/9/2019,18:15,UDJ,C1F1
FB72,8/10/2019,17:00,HOM,8/10/2019,18:15,UDJ,C1F1
FB682,8/11/2019,17:00,HOM,8/11/2019,18:15,UDJ,C1F1
FB682,8/12/2019,17:00,HOM,8/12/2019,18:15,UDJ,C1F1
FB72,8/13/2019,17:00,HOM,8/13/2019,18:15,UDJ,C1F1
FB737,8/14/2019,17:00,HOM,8/14/2019,18:15,UDJ,C1F1
FB737,8/15/2019,17:00,HOM,8/15/2019,18:15,UDJ,C1F1
FB737,8/16/2019,17:00,HOM,8/16/2019,18:15,UDJ,C1F1
FB737,8/17/2019,17:00,HOM,8/17/2019,18:15,UDJ,C1F1
FB737,8/18/2019,17:00,HOM,8/18/2019,18:15,UDJ,C1F1
FB737,8/19/2019,17:00,HOM,8/19/2019,18:15,UDJ,C1F1
FB737,8/20/2019,17:00,HOM,8/20/2019,18:15,UDJ,C1F1
FB737,8/21/2019,17:00,HOM,8/21/2019,18:15,UDJ,C1F1
FB737,8/22/2019,17:00,HOM,8/22/2019,18:15,UDJ,C1F1
FB737,8/23/2019,17:00,HOM,8/23/2019,18:15,UDJ,C1F1
FB737,8/24/2019,17:00,HOM,8/24/2019,18:15,UDJ,C1F1
FB737,8/25/2019,17:00,HOM,8/25/2019,18:15,UDJ,C1F1
FB737,8/26/2019,17:00,HOM,8/26/2019,18:15,UDJ,C1F1
FB737,8/27/2019,17:00,HOM,8/27/2019,18:15,UDJ,C1F1
FB737,8/28/2019,17:00,HOM,8/28/2019,18:15,UDJ,C1F1
FB737,8/29/2019,17:00,HOM,8/29/2019,18:15,UDJ,C1F1
FB737,8/1/2019,17:05,TGD,8/1/2019,18:15,GKS,C1F1
FB737,8/2/2019,17:05,TGD,8/2/2019,18:15,GKS,C1F1
FB737,8/3/2019,17:05,TGD,8/3/2019,18:15,GKS,C1F1
FB737,8/4/2019,17:05,TGD,8/4/2019,18:15,GKS,C1F1
FB737,8/5/2019,17:05,TGD,8/5/2019,18:15,GKS,C1F1
FB737,8/6/2019,17:05,TGD,8/6/2019,18:15,GKS,C1F1
FB737,8/7/2019,17:05,TGD,8/7/2019,18:15,GKS,C1F1
FB737,8/8/2019,17:05,TGD,8/8/2019,18:15,GKS,C1F1
FB737,8/9/2019,17:05,TGD,8/9/2019,18:15,GKS,C1F1
FB737,8/10/2019,17:05,TGD,8/10/2019,18:15,GKS,C1F1
FB737,8/11/2019,17:05,TGD,8/11/2019,18:15,GKS,C1F1
FB737,8/12/2019,17:05,TGD,8/12/2019,18:15,GKS,C1F1
FB737,8/13/2019,17:05,TGD,8/13/2019,18:15,GKS,C1F1
FB737,8/14/2019,17:05,TGD,8/14/2019,18:15,GKS,C1F1
FB493,8/15/2019,17:05,TGD,8/15/2019,18:15,GKS,C1F1
FB493,8/16/2019,17:05,TGD,8/16/2019,18:15,GKS,C1F1
FB493,8/17/2019,17:05,TGD,8/17/2019,18:15,GKS,C1F1
FB493,8/18/2019,17:05,TGD,8/18/2019,18:15,GKS,C1F1
FB493,8/19/2019,17:05,TGD,8/19/2019,18:15,GKS,C1F1
FB493,8/20/2019,17:05,TGD,8/20/2019,18:15,GKS,C1F1
FB493,8/21/2019,17:05,TGD,8/21/2019,18:15,GKS,C1F1
FB493,8/22/2019,17:05,TGD,8/22/2019,18:15,GKS,C1F1
FB493,8/23/2019,17:05,TGD,8/23/2019,18:15,GKS,C1F1
FB493,8/24/2019,17:05,TGD,8/24/2019,18:15,GKS,C1F1
FB493,8/25/2019,17:05,TGD,8/25/2019,18:15,GKS,C1F1
FB493,8/26/2019,17:05,TGD,8/26/2019,18:15,GKS,C1F1
FB493,8/27/2019,17:05,TGD,8/27/2019,18:15,GKS,C1F1
FB493,8/28/2019,17:05,TGD,8/28/2019,18:15,GKS,C1F1
FB493,8/1/2019,17:05,XBT,8/1/2019,17:50,NOU,C1F1
FB493,8/2/2019,17:05,XBT,8/2/2019,17:50,NOU,C1F1
FB493,8/3/2019,17:05,XBT,8/3/2019,17:50,NOU,C1F1
FB493,8/4/2019,17:05,XBT,8/4/2019,17:50,NOU,C1F1
FB493,8/5/2019,17:05,XBT,8/5/2019,17:50,NOU,C1F1
FB493,8/6/2019,17:05,XBT,8/6/2019,17:50,NOU,C1F1
FB493,8/7/2019,17:05,XBT,8/7/2019,17:50,NOU,C1F1
FB493,8/8/2019,17:05,XBT,8/8/2019,17:50,NOU,C1F1
FB493,8/9/2019,17:05,XBT,8/9/2019,17:50,NOU,C1F1
FB493,8/10/2019,17:05,XBT,8/10/2019,17:50,NOU,C1F1
FB493,8/11/2019,17:05,XBT,8/11/2019,17:50,NOU,C1F1
FB493,8/12/2019,17:05,XBT,8/12/2019,17:50,NOU,C1F1
FB493,8/13/2019,17:05,XBT,8/13/2019,17:50,NOU,C1F1
FB493,8/14/2019,17:05,XBT,8/14/2019,17:50,NOU,C1F1
FB4876,8/15/2019,17:05,XBT,8/15/2019,17:50,NOU,C1F1
FB4876,8/17/2019,17:05,XBT,8/17/2019,17:50,NOU,C1F1
FB4876,8/18/2019,17:05,XBT,8/18/2019,17:50,NOU,C1F1
FB4876,8/19/2019,17:05,XBT,8/19/2019,17:50,NOU,C1F1
FB4876,8/20/2019,17:05,XBT,8/20/2019,17:50,NOU,C1F1
FB4876,8/21/2019,17:05,XBT,8/21/2019,17:50,NOU,C1F1
FB4876,8/22/2019,17:05,XBT,8/22/2019,17:50,NOU,C1F1
FB4876,8/23/2019,17:05,XBT,8/23/2019,17:50,NOU,C1F1
FB4876,8/24/2019,17:05,XBT,8/24/2019,17:50,NOU,C1F1
FB4876,8/25/2019,17:05,XBT,8/25/2019,17:50,NOU,C1F1
FB4876,8/9/2019,17:10,TGD,8/9/2019,19:00,FBX,C1F1
FB4876,8/10/2019,17:10,TGD,8/10/2019,19:00,FBX,C1F1
FB4876,8/17/2019,17:10,TGD,8/17/2019,19:00,FBX,C1F1
FB4876,8/18/2019,17:10,TGD,8/18/2019,19:00,FBX,C1F1
FB4876,8/1/2019,17:10,TGD,8/1/2019,18:45,HWX,C1F1
FB4876,8/2/2019,17:10,TGD,8/2/2019,18:45,HWX,C1F1
FB4876,8/3/2019,17:10,TGD,8/3/2019,18:45,HWX,C1F1
FB4876,8/4/2019,17:10,TGD,8/4/2019,18:45,HWX,C1F1
FB4876,8/5/2019,17:10,TGD,8/5/2019,18:45,HWX,C1F1
FB4876,8/6/2019,17:10,TGD,8/6/2019,18:45,HWX,C1F1
FB4876,8/7/2019,17:10,TGD,8/7/2019,18:45,HWX,C1F1
FB4876,8/8/2019,17:10,TGD,8/8/2019,18:45,HWX,C1F1
FB4876,8/9/2019,17:10,TGD,8/9/2019,18:45,HWX,C1F1
FB4876,8/10/2019,17:10,TGD,8/10/2019,18:45,HWX,C1F1
FB265,8/11/2019,17:10,TGD,8/11/2019,18:45,HWX,C1F1
FB265,8/12/2019,17:10,TGD,8/12/2019,18:45,HWX,C1F1
FB265,8/13/2019,17:10,TGD,8/13/2019,18:45,HWX,C1F1
FB265,8/14/2019,17:10,TGD,8/14/2019,18:45,HWX,C1F1
FB637,8/15/2019,17:10,TGD,8/15/2019,18:45,HWX,C1F1
FB637,8/16/2019,17:10,TGD,8/16/2019,18:45,HWX,C1F1
FB637,8/17/2019,17:10,TGD,8/17/2019,18:45,HWX,C1F1
FB637,8/18/2019,17:10,TGD,8/18/2019,18:45,HWX,C1F1
FB637,8/19/2019,17:10,TGD,8/19/2019,18:45,HWX,C1F1
FB637,8/20/2019,17:10,TGD,8/20/2019,18:45,HWX,C1F1
FB637,8/21/2019,17:10,TGD,8/21/2019,18:45,HWX,C1F1
FB637,8/22/2019,17:10,TGD,8/22/2019,18:45,HWX,C1F1
FB637,8/23/2019,17:10,TGD,8/23/2019,18:45,HWX,C1F1
FB637,8/24/2019,17:10,TGD,8/24/2019,18:45,HWX,C1F1
FB637,8/25/2019,17:10,TGD,8/25/2019,18:45,HWX,C1F1
FB637,8/26/2019,17:10,TGD,8/26/2019,18:45,HWX,C1F1
FB637,8/27/2019,17:10,TGD,8/27/2019,18:45,HWX,C1F1
FB637,8/28/2019,17:10,TGD,8/28/2019,18:45,HWX,C1F1
FB637,8/1/2019,17:10,TGD,8/1/2019,18:30,THJ,C1F1
FB637,8/2/2019,17:10,TGD,8/2/2019,18:30,THJ,C1F1
FB637,8/3/2019,17:10,TGD,8/3/2019,18:30,THJ,C1F1
FB637,8/4/2019,17:10,TGD,8/4/2019,18:30,THJ,C1F1
FB637,8/5/2019,17:10,TGD,8/5/2019,18:30,THJ,C1F1
FB637,8/6/2019,17:10,TGD,8/6/2019,18:30,THJ,C1F1
FB637,8/7/2019,17:10,TGD,8/7/2019,18:30,THJ,C1F1
FB637,8/8/2019,17:10,TGD,8/8/2019,18:30,THJ,C1F1
FB637,8/9/2019,17:10,TGD,8/9/2019,18:30,THJ,C1F1
FB637,8/10/2019,17:10,TGD,8/10/2019,18:30,THJ,C1F1
FB637,8/11/2019,17:10,TGD,8/11/2019,18:30,THJ,C1F1
FB637,8/12/2019,17:10,TGD,8/12/2019,18:30,THJ,C1F1
FB637,8/13/2019,17:10,TGD,8/13/2019,18:30,THJ,C1F1
FB637,8/14/2019,17:10,TGD,8/14/2019,18:30,THJ,C1F1
FB683,8/15/2019,17:10,TGD,8/15/2019,18:30,THJ,C1F1
FB683,8/16/2019,17:10,TGD,8/16/2019,18:30,THJ,C1F1
FB683,8/17/2019,17:10,TGD,8/17/2019,18:30,THJ,C1F1
FB683,8/18/2019,17:10,TGD,8/18/2019,18:30,THJ,C1F1
FB683,8/19/2019,17:10,TGD,8/19/2019,18:30,THJ,C1F1
FB683,8/20/2019,17:10,TGD,8/20/2019,18:30,THJ,C1F1
FB683,8/21/2019,17:10,TGD,8/21/2019,18:30,THJ,C1F1
FB683,8/22/2019,17:10,TGD,8/22/2019,18:30,THJ,C1F1
FB683,8/23/2019,17:10,TGD,8/23/2019,18:30,THJ,C1F1
FB683,8/24/2019,17:10,TGD,8/24/2019,18:30,THJ,C1F1
FB683,8/25/2019,17:10,TGD,8/25/2019,18:30,THJ,C1F1
FB683,8/26/2019,17:10,TGD,8/26/2019,18:30,THJ,C1F1
FB683,8/27/2019,17:10,TGD,8/27/2019,18:30,THJ,C1F1
FB683,8/28/2019,17:10,TGD,8/28/2019,18:30,THJ,C1F1
FB683,8/8/2019,17:15,XMH,8/8/2019,18:20,HOM,C1F1
FB683,8/9/2019,17:15,XMH,8/9/2019,18:20,HOM,C1F1
FB683,8/10/2019,17:15,XMH,8/10/2019,18:20,HOM,C1F1
FB683,8/11/2019,17:15,XMH,8/11/2019,18:20,HOM,C1F1
FB683,8/12/2019,17:15,XMH,8/12/2019,18:20,HOM,C1F1
FB683,8/13/2019,17:15,XMH,8/13/2019,18:20,HOM,C1F1
FB683,8/14/2019,17:15,XMH,8/14/2019,18:20,HOM,C1F1
FB683,8/15/2019,17:15,XMH,8/15/2019,18:20,HOM,C1F1
FB683,8/16/2019,17:15,XMH,8/16/2019,18:20,HOM,C1F1
FB683,8/17/2019,17:15,XMH,8/17/2019,18:20,HOM,C1F1
FB683,8/18/2019,17:15,XMH,8/18/2019,18:20,HOM,C1F1
FB683,8/1/2019,17:15,TGD,8/1/2019,18:40,MYJ,C1F1
FB683,8/2/2019,17:15,TGD,8/2/2019,18:40,MYJ,C1F1
FB683,8/3/2019,17:15,TGD,8/3/2019,18:40,MYJ,C1F1
FB1156,8/4/2019,17:15,TGD,8/4/2019,18:40,MYJ,C1F1
FB1156,8/5/2019,17:15,TGD,8/5/2019,18:40,MYJ,C1F1
FB1156,8/6/2019,17:15,TGD,8/6/2019,18:40,MYJ,C1F1
FB1156,8/7/2019,17:15,TGD,8/7/2019,18:40,MYJ,C1F1
FB1156,8/8/2019,17:15,TGD,8/8/2019,18:40,MYJ,C1F1
FB1156,8/9/2019,17:15,TGD,8/9/2019,18:40,MYJ,C1F1
FB1156,8/10/2019,17:15,TGD,8/10/2019,18:40,MYJ,C1F1
FB1156,8/11/2019,17:15,TGD,8/11/2019,18:40,MYJ,C1F1
FB1156,8/12/2019,17:15,TGD,8/12/2019,18:40,MYJ,C1F1
FB1156,8/13/2019,17:15,TGD,8/13/2019,18:40,MYJ,C1F1
FB1156,8/14/2019,17:15,TGD,8/14/2019,18:40,MYJ,C1F1
FB595,8/15/2019,17:15,TGD,8/15/2019,18:40,MYJ,C1F1
FB595,8/16/2019,17:15,TGD,8/16/2019,18:40,MYJ,C1F1
FB595,8/17/2019,17:15,TGD,8/17/2019,18:40,MYJ,C1F1
FB595,8/18/2019,17:15,TGD,8/18/2019,18:40,MYJ,C1F1
FB595,8/19/2019,17:15,TGD,8/19/2019,18:40,MYJ,C1F1
FB595,8/20/2019,17:15,TGD,8/20/2019,18:40,MYJ,C1F1
FB595,8/21/2019,17:15,TGD,8/21/2019,18:40,MYJ,C1F1
FB595,8/22/2019,17:15,TGD,8/22/2019,18:40,MYJ,C1F1
FB595,8/23/2019,17:15,TGD,8/23/2019,18:40,MYJ,C1F1
FB595,8/24/2019,17:15,TGD,8/24/2019,18:40,MYJ,C1F1
FB595,8/25/2019,17:15,TGD,8/25/2019,18:40,MYJ,C1F1
FB595,8/26/2019,17:15,TGD,8/26/2019,18:40,MYJ,C1F1
FB595,8/27/2019,17:15,TGD,8/27/2019,18:40,MYJ,C1F1
FB595,8/28/2019,17:15,TGD,8/28/2019,18:40,MYJ,C1F1
FB595,8/1/2019,17:15,TGD,8/1/2019,19:45,SXA,C1F1
FB595,8/2/2019,17:15,TGD,8/2/2019,19:45,SXA,C1F1
FB595,8/3/2019,17:15,TGD,8/3/2019,19:45,SXA,C1F1
FB595,8/4/2019,17:15,TGD,8/4/2019,19:45,SXA,C1F1
FB595,8/5/2019,17:15,TGD,8/5/2019,19:45,SXA,C1F1
FB595,8/6/2019,17:15,TGD,8/6/2019,19:45,SXA,C1F1
FB595,8/7/2019,17:15,TGD,8/7/2019,19:45,SXA,C1F1
FB595,8/8/2019,17:15,TGD,8/8/2019,19:45,SXA,C1F1
FB595,8/19/2019,17:15,TGD,8/19/2019,19:45,SXA,C1F1
FB595,8/20/2019,17:15,TGD,8/20/2019,19:45,SXA,C1F1
FB595,8/21/2019,17:15,TGD,8/21/2019,19:45,SXA,C1F1
FB595,8/22/2019,17:15,TGD,8/22/2019,19:45,SXA,C1F1
FB595,8/23/2019,17:15,TGD,8/23/2019,19:45,SXA,C1F1
FB595,8/24/2019,17:15,TGD,8/24/2019,19:45,SXA,C1F1
FB1097,8/25/2019,17:15,TGD,8/25/2019,19:45,SXA,C1F1
FB1097,8/26/2019,17:15,TGD,8/26/2019,19:45,SXA,C1F1
FB1097,8/27/2019,17:15,TGD,8/27/2019,19:45,SXA,C1F1
FB1097,8/28/2019,17:15,TGD,8/28/2019,19:45,SXA,C1F1
FB1097,8/1/2019,17:15,MYJ,8/1/2019,18:50,TGD,C1F1
FB1097,8/2/2019,17:15,MYJ,8/2/2019,18:50,TGD,C1F1
FB1097,8/3/2019,17:15,MYJ,8/3/2019,18:50,TGD,C1F1
FB1097,8/4/2019,17:15,MYJ,8/4/2019,18:50,TGD,C1F1
FB1097,8/5/2019,17:15,MYJ,8/5/2019,18:50,TGD,C1F1
FB1097,8/6/2019,17:15,MYJ,8/6/2019,18:50,TGD,C1F1
FB1097,8/7/2019,17:15,MYJ,8/7/2019,18:50,TGD,C1F1
FB1097,8/8/2019,17:15,MYJ,8/8/2019,18:50,TGD,C1F1
FB1097,8/9/2019,17:15,MYJ,8/9/2019,18:50,TGD,C1F1
FB1097,8/10/2019,17:15,MYJ,8/10/2019,18:50,TGD,C1F1
FB1097,8/11/2019,17:15,MYJ,8/11/2019,18:50,TGD,C1F1
FB1097,8/12/2019,17:15,MYJ,8/12/2019,18:50,TGD,C1F1
FB1097,8/13/2019,17:15,MYJ,8/13/2019,18:50,TGD,C1F1
FB1097,8/14/2019,17:15,MYJ,8/14/2019,18:50,TGD,C1F1
FB596,8/15/2019,17:15,MYJ,8/15/2019,18:50,TGD,C1F1
FB596,8/16/2019,17:15,MYJ,8/16/2019,18:50,TGD,C1F1
FB596,8/17/2019,17:15,MYJ,8/17/2019,18:50,TGD,C1F1
FB596,8/18/2019,17:15,MYJ,8/18/2019,18:50,TGD,C1F1
FB596,8/19/2019,17:15,MYJ,8/19/2019,18:50,TGD,C1F1
FB596,8/20/2019,17:15,MYJ,8/20/2019,18:50,TGD,C1F1
FB596,8/21/2019,17:15,MYJ,8/21/2019,18:50,TGD,C1F1
FB596,8/22/2019,17:15,MYJ,8/22/2019,18:50,TGD,C1F1
FB596,8/23/2019,17:15,MYJ,8/23/2019,18:50,TGD,C1F1
FB596,8/24/2019,17:15,MYJ,8/24/2019,18:50,TGD,C1F1
FB596,8/25/2019,17:15,MYJ,8/25/2019,18:50,TGD,C1F1
FB596,8/26/2019,17:15,MYJ,8/26/2019,18:50,TGD,C1F1
FB596,8/27/2019,17:15,MYJ,8/27/2019,18:50,TGD,C1F1
FB596,8/28/2019,17:15,MYJ,8/28/2019,18:50,TGD,C1F1
FB596,8/1/2019,17:20,HOM,8/1/2019,18:35,FBX,C1F1
FB596,8/2/2019,17:20,HOM,8/2/2019,18:35,FBX,C1F1
FB596,8/3/2019,17:20,HOM,8/3/2019,18:35,FBX,C1F1
FB596,8/4/2019,17:20,HOM,8/4/2019,18:35,FBX,C1F1
FB596,8/5/2019,17:20,HOM,8/5/2019,18:35,FBX,C1F1
FB596,8/6/2019,17:20,HOM,8/6/2019,18:35,FBX,C1F1
FB596,8/7/2019,17:20,HOM,8/7/2019,18:35,FBX,C1F1
FB596,8/8/2019,17:20,HOM,8/8/2019,18:35,FBX,C1F1
FB596,8/9/2019,17:20,HOM,8/9/2019,18:35,FBX,C1F1
FB596,8/10/2019,17:20,HOM,8/10/2019,18:35,FBX,C1F1
FB596,8/11/2019,17:20,HOM,8/11/2019,18:35,FBX,C1F1
FB596,8/12/2019,17:20,HOM,8/12/2019,18:35,FBX,C1F1
FB596,8/13/2019,17:20,HOM,8/13/2019,18:35,FBX,C1F1
FB596,8/14/2019,17:20,HOM,8/14/2019,18:35,FBX,C1F1
FB596,8/15/2019,17:20,HOM,8/15/2019,18:35,FBX,C1F1
FB427,8/16/2019,17:20,HOM,8/16/2019,18:35,FBX,C1F1
FB427,8/17/2019,17:20,HOM,8/17/2019,18:35,FBX,C1F1
FB427,8/18/2019,17:20,HOM,8/18/2019,18:35,FBX,C1F1
FB427,8/19/2019,17:20,HOM,8/19/2019,18:35,FBX,C1F1
FB427,8/20/2019,17:20,HOM,8/20/2019,18:35,FBX,C1F1
FB427,8/21/2019,17:20,HOM,8/21/2019,18:35,FBX,C1F1
FB427,8/22/2019,17:20,HOM,8/22/2019,18:35,FBX,C1F1
FB427,8/23/2019,17:20,HOM,8/23/2019,18:35,FBX,C1F1
FB427,8/24/2019,17:20,HOM,8/24/2019,18:35,FBX,C1F1
FB427,8/25/2019,17:20,HOM,8/25/2019,18:35,FBX,C1F1
FB427,8/26/2019,17:20,HOM,8/26/2019,18:35,FBX,C1F1
